query_id,original_id,original_query,input_row,duplicate_of,sectors,geography,labels_basis,parent_query_id,expansion_reason
q_486,486,site:usitc.gov automotive components tariff classification,486,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_487,487,site:usitc.gov graphite active anode material investigation,487,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_488,488,site:commerce.gov automotive Section 232 tariffs,488,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_489,489,site:commerce.gov steel aluminum derivative tariffs,489,,"[""metals""]",national_international_context,query_text_only,,
q_490,490,site:commerce.gov critical minerals Section 232,490,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_491,491,site:federalregister.gov automobile parts tariffs effective dates,491,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_492,492,site:federalregister.gov printed circuit boards tariff exclusions,492,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_493,493,site:trade.gov automotive tariffs Georgia manufacturers,493,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_494,494,site:trade.gov battery materials antidumping countervailing duties,494,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_495,495,site:gao.gov automotive tariffs supply chain costs,495,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_496,496,site:congress.gov automotive tariffs supply chain Georgia,496,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_497,497,site:georgia.org automotive manufacturers tariff impact,497,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_498,498,site:georgia.org Hyundai suppliers Southeast Georgia investment,498,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_499,499,site:georgia.gov EV supply chain tariffs,499,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_500,500,site:sec.gov battery manufacturer tariffs raw material costs,500,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_501,501,Southeast Georgia automotive supplier tariff impact filetype:pdf,501,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_502,502,Georgia EV battery supplier tariff risk annual report,502,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_503,503,Georgia automotive metals supplier tariff earnings call,503,,"[""metals""]",statewide_georgia,query_text_only,,
q_504,504,Georgia automotive electronics tariff investor presentation,504,,"[""pcbs_and_electronics""]",statewide_georgia,query_text_only,,
q_505,505,Georgia automotive display sourcing tariffs supplier disclosure,505,,"[""displays""]",statewide_georgia,query_text_only,,
q_506,506,Southeast Georgia EV manufacturing tariff-related project delays,506,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_507,507,Southeast Georgia automotive tariffs plant expansion decisions,507,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_508,508,Southeast Georgia EV suppliers domestic substitution opportunities,508,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_509,509,Southeast Georgia battery materials tariff sourcing alternatives,509,,"[""batteries_and_minerals""]",southeast_georgia,query_text_only,,
q_510,510,Southeast Georgia automotive supply chain tariff policy changes 2026,510,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
