work_id,doi,field,value,unit,raw,evidence_level,status,quote,locator,checks
doi:10.3390/horticulturae9101062,10.3390/horticulturae9101062,package_vol_mass,,,,unverifiable,unverifiable,,not stated,
doi:10.3390/horticulturae9101062,10.3390/horticulturae9101062,quality_outcomes,"fruit softening, weight loss, peel color deterioration",,"fruit softening, weight loss, peel color deterioration",abstract_only,grounded_verbatim,"inhibited fruit softening, and reduced weight loss and peel color deterioration",abstract,quote_exact;token_overlap:7/7
doi:10.3390/horticulturae9101062,10.3390/horticulturae9101062,mechanical_props,,,,unverifiable,unverifiable,,not stated,
doi:10.3390/horticulturae9101062,10.3390/horticulturae9101062,barrier_props,,,,unverifiable,unverifiable,,not stated,
doi:10.3390/horticulturae9101062,10.3390/horticulturae9101062,antimicrobial_outcomes,,,,unverifiable,unverifiable,,not stated,
doi:10.3390/horticulturae9101062,10.3390/horticulturae9101062,limitations,,,,unverifiable,unverifiable,,not stated,
doi:10.3390/horticulturae9101062,10.3390/horticulturae9101062,scaleup_relevance,,,not_assessable,unverifiable,ungrounded_blanked,,not stated,quote_not_locatable
doi:10.3390/horticulturae9101062,10.3390/horticulturae9101062,concept_relevance,core,,core,abstract_only,inference_from_quote,"The humidity-triggered controlled-release 1-MCP sheets are effective and convenient, and they can serve as an important tool for regulating postharvest papaya ripening with economic benefits.",abstract,quote_exact;no_new_numbers
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,reference,"Custódia Gago et al. (2022). 1-Methylcyclopropene and lemongrass essential oil nanocoatings effect on the preservation of cold stored ‘Rocha’ pear. Postharvest Biology and Technology, 192, 111992.",,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,doi,10.1016/j.postharvbio.2022.111992,,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,pub_type,original_research,,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,substrate_polymer,sodium alginate,,sodium alginate,abstract_only,grounded_verbatim,sodium alginate 2 % (w/w),abstract,quote_exact;substring
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,mcp_carrier,,,,unverifiable,unverifiable,,,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,antimicrobial,lemongrass essential oil,,lemongrass essential oil,abstract_only,grounded_verbatim,lemongrass essential oil,abstract,quote_exact;substring
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,prep_method,,,,unverifiable,unverifiable,,,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,manufacturing_temp_c,,,,unverifiable,unverifiable,,,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,trigger_mechanism,,,,unverifiable,unverifiable,,,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,rh_conditions_pct,90–95,%,90–95,abstract_only,grounded_numeric,90–95 % relative humidity (RH),abstract,quote_exact;number_found;context_ok
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,storage_temp_c,0,°C,0,abstract_only,grounded_numeric,0 °C,abstract,quote_exact;number_found;unit_match;context_ok
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,mcp_loading,312,nL L−1,312,abstract_only,grounded_numeric,1-MCP (312 nL L−1),abstract,quote_exact;number_found;context_ok
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,release_method,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,release_duration,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,kinetic_model,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,release_result,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,produce_tested,‘Rocha’ pear,,‘Rocha’ pear,abstract_only,grounded_verbatim,‘Rocha’ pear,abstract,quote_exact;substring
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,package_vol_mass,,,,unverifiable,unverifiable,,,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,quality_outcomes,"color CIE (L*, hue), firmness, soluble solids content (SSC), titratable acidity (TA), weight loss",,"color CIE (L*, hue), firmness, soluble solids content (SSC), titratable acidity (TA), weight loss",abstract_only,grounded_verbatim,"color CIE (L*, hue), firmness, soluble solids content (SSC), titratable acidity (TA), weight loss",abstract,quote_exact;substring
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,mechanical_props,,,,unverifiable,unverifiable,,,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,barrier_props,,,,unverifiable,unverifiable,,,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,antimicrobial_outcomes,,,,unverifiable,unverifiable,,,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,limitations,,,,unverifiable,unverifiable,,,
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,scaleup_relevance,,,not_assessable,unverifiable,ungrounded_blanked,,not stated,quote_not_locatable
doi:10.1016/j.postharvbio.2022.111992,10.1016/j.postharvbio.2022.111992,concept_relevance,core,,core,abstract_only,inference_from_quote,The effects of coating ‘Rocha’ pear with alginate-based nanoemulsions enriched with lemongrass essential oil (LG) was evaluated and compared to the usual 1-MCP treatment.,abstract,quote_exact;no_new_numbers
doi:10.3390/biology11020242,10.3390/biology11020242,reference,"Esmat F. Ali et al. (2022). The Efficacies of 1-Methylcyclopropene and Chitosan Nanoparticles in Preserving the Postharvest Quality of Damask Rose and Their Underlying Biochemical and Physiological Mechanisms. Biology, 11, 242.",,,metadata_only,grounded_verbatim,,api,
doi:10.3390/biology11020242,10.3390/biology11020242,doi,10.3390/biology11020242,,,metadata_only,grounded_verbatim,,api,
doi:10.3390/biology11020242,10.3390/biology11020242,pub_type,original_research,,,metadata_only,grounded_verbatim,,api,
doi:10.3390/biology11020242,10.3390/biology11020242,substrate_polymer,,,,unverifiable,unverifiable,,,
doi:10.3390/biology11020242,10.3390/biology11020242,mcp_carrier,,,,unverifiable,unverifiable,,,
doi:10.3390/biology11020242,10.3390/biology11020242,antimicrobial,,,,unverifiable,unverifiable,,,
doi:10.3390/biology11020242,10.3390/biology11020242,prep_method,,,,unverifiable,unverifiable,,,
doi:10.3390/biology11020242,10.3390/biology11020242,manufacturing_temp_c,,,,unverifiable,unverifiable,,,
doi:10.3390/biology11020242,10.3390/biology11020242,trigger_mechanism,,,,unverifiable,unverifiable,,,
doi:10.3390/biology11020242,10.3390/biology11020242,rh_conditions_pct,,,,unverifiable,unverifiable,,,
doi:10.3390/biology11020242,10.3390/biology11020242,storage_temp_c,4 or 20,°C,4 or 20,abstract_only,grounded_numeric,storage at 4 or 20 °C,abstract,quote_exact;number_found;context_ok
doi:10.3390/biology11020242,10.3390/biology11020242,mcp_loading,,,,unverifiable,unverifiable,,,
doi:10.3390/biology11020242,10.3390/biology11020242,release_method,,,,unverifiable,unverifiable,,,
doi:10.3390/biology11020242,10.3390/biology11020242,release_duration,,,,unverifiable,unverifiable,,,
doi:10.3390/biology11020242,10.3390/biology11020242,kinetic_model,,,,unverifiable,unverifiable,,,
doi:10.3390/biology11020242,10.3390/biology11020242,release_result,,,,unverifiable,unverifiable,,,
doi:10.3390/biology11020242,10.3390/biology11020242,produce_tested,damask rose,,damask rose,abstract_only,grounded_verbatim,damask rose,abstract,quote_exact;substring
doi:10.3390/biology11020242,10.3390/biology11020242,package_vol_mass,,,,unverifiable,unverifiable,,not stated,
doi:10.3390/biology11020242,10.3390/biology11020242,quality_outcomes,"weight loss, relative water content, volatile oil, total anthocyanins, total carotenoids, total phenolics, antioxidant activity, ethylene evolution, H2O2 generation, malondialdehyde content, cell membrane functions, catalase activity, ascorbate peroxidase activity, polyphenol oxidase activity, lipoxygenase activity",,"weight loss, relative water content, volatile oil, total anthocyanins, total carotenoids, total phenolics, antioxidant activity, ethylene evolution, H2O2 generation, malondialdehyde content, cell membrane functions, catalase activity, ascorbate peroxidase activity, polyphenol oxidase activity, lipoxygenase activity",abstract_only,grounded_verbatim,"The shelf life of damask rose has been significantly extended, along with a reduction in weight loss due to 1-MCP, CSNPs and pre-CSNP treatments. 1-MCP or CSNP applications have resulted in a higher relative water content, volatile oil, total anthocyanins, total carotenoids, total phenolics and antioxidant activity. Ethylene evolution, H2O2 generation and malondialdehyde content were significantly decreased due to 1-MCP or CSNPs treatment, and hence, the cell membrane functions have been maintained. The 1-MCP or CSNP-treated flowers have shown higher activities of catalase and ascorbate peroxidase and lower activities of polyphenol oxidase and lipoxygenase in comparison to untreated flowers.",abstract,quote_exact;token_overlap:34/34
doi:10.3390/biology11020242,10.3390/biology11020242,mechanical_props,,,,unverifiable,unverifiable,,not stated,
doi:10.3390/biology11020242,10.3390/biology11020242,barrier_props,,,,unverifiable,unverifiable,,not stated,
doi:10.3390/biology11020242,10.3390/biology11020242,antimicrobial_outcomes,,,,unverifiable,unverifiable,,not stated,
doi:10.3390/biology11020242,10.3390/biology11020242,limitations,,,,unverifiable,unverifiable,,not stated,
doi:10.3390/biology11020242,10.3390/biology11020242,scaleup_relevance,,,not_assessable,unverifiable,ungrounded_blanked,,not stated,quote_not_locatable
doi:10.3390/biology11020242,10.3390/biology11020242,concept_relevance,adjacent_material,,adjacent_material,abstract_only,inference_from_quote,"Chitosan nanoparticles (CSNPs) and 1-methylcyclopropene (1-MCP) may potentially decrease the postharvest loss of several horticultural commodities, but no findings on damask rose have been published. Therefore, the aim of this research was to study the effect of 1-MCP (400 mg m−3) and either the pre- or postharvest application of CSNPs (1%) on maintaining the quality of damask rose flowers during storage at 4 or 20 °C.",abstract,quote_exact;no_new_numbers
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,reference,"Sofia M. Costa et al. (2021). Active natural-based films for food packaging applications: The combined effect of chitosan and nanocellulose. International Journal of Biological Macromolecules, 177, 241-251.",,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,doi,10.1016/j.ijbiomac.2021.02.105,,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,pub_type,original_research,,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,substrate_polymer,chitosan,,chitosan,abstract_only,grounded_verbatim,chitosan/cellulose nanocrystals (CNC) films,abstract,quote_exact;substring
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,mcp_carrier,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,antimicrobial,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,prep_method,solution_casting,,solution_casting,abstract_only,grounded_controlled,solvent casting,abstract,quote_exact;enum_clamped
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,manufacturing_temp_c,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,trigger_mechanism,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,rh_conditions_pct,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,storage_temp_c,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,mcp_loading,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,release_method,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,release_duration,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,kinetic_model,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,release_result,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,produce_tested,chicken meat,,chicken meat,abstract_only,grounded_verbatim,using chicken meat,abstract,quote_exact;substring
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,package_vol_mass,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,quality_outcomes,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,mechanical_props,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,barrier_props,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,antimicrobial_outcomes,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,limitations,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,scaleup_relevance,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2021.02.105,10.1016/j.ijbiomac.2021.02.105,concept_relevance,,,,unverifiable,unverifiable,,,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,reference,"Weina Wu et al. (2021). Novel packaging film for humidity-controlled manipulating of ethylene for shelf-life extension of Agaricus bisporus. LWT, 145, 111331.",,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,doi,10.1016/j.lwt.2021.111331,,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,pub_type,original_research,,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,substrate_polymer,polysaccharide,,polysaccharide,abstract_only,grounded_verbatim,A new polysaccharide multilayer biodegradable film,abstract,quote_exact;substring
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,mcp_carrier,palladium on carbon,,palladium on carbon,abstract_only,grounded_verbatim,a mixture of 1-methylcyclopropene and palladium on carbon (1-MCP-Pd/C) middle layer,abstract,quote_exact;substring
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,antimicrobial,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,prep_method,lamination,,lamination,abstract_only,grounded_controlled,fabricated with the stacking order,abstract,quote_exact;enum_clamped
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,manufacturing_temp_c,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,trigger_mechanism,humidity_moisture,,humidity_moisture,abstract_only,grounded_controlled,adjusting the humidity (50% RH to 100% RH),abstract,quote_exact;enum_clamped
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,rh_conditions_pct,50 to 100,% RH,50 to 100,abstract_only,grounded_numeric,(50% RH to 100% RH),abstract,quote_exact;number_found;context_ok
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,storage_temp_c,,,20,unverifiable,ungrounded_blanked,f Agaricus bisporus were evaluated at 20 °C. This prepared functional film could del,abstract,quote_repaired;number_found;unit_match;context_reject
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,mcp_loading,,,,unverifiable,unverifiable,,,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,release_method,other,,other,abstract_only,grounded_controlled,Gas chromatography analysis,abstract,quote_exact;enum_clamped
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,release_duration,,,,unverifiable,unverifiable,,,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,kinetic_model,,,,unverifiable,unverifiable,,,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,release_result,controlled by adjusting the humidity,,controlled by adjusting the humidity,abstract_only,grounded_verbatim,the 1-MCP release rate and ethylene removal rate could be controlled by adjusting the humidity (50% RH to 100% RH),abstract,quote_exact;substring
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,produce_tested,Agaricus bisporus,,Agaricus bisporus,abstract_only,grounded_verbatim,Agaricus bisporus,abstract,quote_exact;substring
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,package_vol_mass,,,,unverifiable,unverifiable,,,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,quality_outcomes,"softening, browning, weight loss, soluble solid content",,"softening, browning, weight loss, soluble solid content",abstract_only,grounded_verbatim,"delay the softening, browning and weight loss of mushrooms, maintain the integrity of mushroom cell membrane, maintain ascorbic acid content and soluble solid content",abstract,quote_exact;token_overlap:7/7
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,mechanical_props,,,,unverifiable,unverifiable,,,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,barrier_props,,,,unverifiable,unverifiable,,,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,antimicrobial_outcomes,,,,unverifiable,unverifiable,,,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,limitations,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,scaleup_relevance,,,not_assessable,unverifiable,ungrounded_blanked,,not stated,quote_not_locatable
doi:10.1016/j.lwt.2021.111331,10.1016/j.lwt.2021.111331,concept_relevance,core,,core,abstract_only,inference_from_quote,"A new polysaccharide multilayer biodegradable film was developed and tested, which can scavenge ethylene and inhibit ethylene action by releasing 1-methylcyclopropene (1-MCP).",abstract,quote_exact;no_new_numbers
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,reference,"Liping Kou et al. (2012). Extending the Shelf Life of Edible Flowers with Controlled Release of 1‐Methylcyclopropene and Modified Atmosphere Packaging. Journal of Food Science, 77.",,,metadata_only,grounded_verbatim,,api,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,doi,10.1111/j.1750-3841.2012.02683.x,,,metadata_only,grounded_verbatim,,api,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,pub_type,original_research,,,metadata_only,grounded_verbatim,,api,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,substrate_polymer,,,,unverifiable,unverifiable,,,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,mcp_carrier,,,,unverifiable,unverifiable,,,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,antimicrobial,,,,unverifiable,unverifiable,,,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,prep_method,,,,unverifiable,unverifiable,,,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,manufacturing_temp_c,,,,unverifiable,unverifiable,,,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,trigger_mechanism,,,,unverifiable,unverifiable,,,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,rh_conditions_pct,,,,unverifiable,unverifiable,,,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,storage_temp_c,5,°C,5,abstract_only,grounded_numeric,stored at 5 °C,abstract,quote_exact;number_found;unit_match;context_ok
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,mcp_loading,,,0.5,unverifiable,ungrounded_blanked,0.5 μL/L of 1‐MCP,abstract,quote_exact;number_found;context_reject
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,release_method,,,,unverifiable,unverifiable,,,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,release_duration,,,14,unverifiable,ungrounded_blanked,"evaluated on days 0, 7, and 14",abstract,quote_exact;number_found;context_reject
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,kinetic_model,,,,unverifiable,unverifiable,,,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,release_result,significantly extended storage life,,significantly extended storage life,abstract_only,grounded_verbatim,Treatments with controlled release of 1‐MCP and MAP significantly extended storage life of edible carnation and snapdragon flowers.,abstract,quote_exact;substring
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,produce_tested,carnations and snapdragons,,carnations and snapdragons,abstract_only,grounded_verbatim,Freshly harvested carnations and snapdragons,abstract,quote_exact;substring
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,package_vol_mass,,,,unverifiable,unverifiable,,not stated,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,quality_outcomes,"flower quality, overall quality, electrolyte leakage, abscission, dehydration",,"flower quality, overall quality, electrolyte leakage, abscission, dehydration",abstract_only,grounded_verbatim,"flower quality were evaluated on days 0, 7, and 14. Treatment with 1‐MCP resulted in significantly slower changes in package headspace O 2 , CO 2 , and C 2 H 4 partial pressures, maintained higher overall quality of both flower species and reduced electrolyte leakage and abscission in snapdragon. All samples prepared with MAP had significantly reduced dehydration and higher overall quality compared to flowers packaged commercially in plastic clamshell containers.",abstract,quote_exact;token_overlap:8/8
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,mechanical_props,,,,unverifiable,unverifiable,,not stated,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,barrier_props,,,,unverifiable,unverifiable,,not stated,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,antimicrobial_outcomes,,,,unverifiable,unverifiable,,not stated,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,limitations,,,,unverifiable,unverifiable,,,
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,scaleup_relevance,,,not_assessable,unverifiable,ungrounded_blanked,,,quote_not_locatable
doi:10.1111/j.1750-3841.2012.02683.x,10.1111/j.1750-3841.2012.02683.x,concept_relevance,,,background,unverifiable,ungrounded_blanked,,,quote_not_locatable
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,reference,"Sobia Naseem et al. (2026). Chlorogenic acid crosslinked cellulose nanocomposite film embedded with chitosan for improved mechanical and barrier properties. International Journal of Biological Macromolecules, 355, 151570.",,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,doi,10.1016/j.ijbiomac.2026.151570,,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,pub_type,original_research,,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,substrate_polymer,chitosan,,chitosan,abstract_only,grounded_verbatim,chitosan (CS) matrix,abstract,quote_exact;substring
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,mcp_carrier,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,antimicrobial,Chlorogenic acid,,Chlorogenic acid,abstract_only,grounded_verbatim,Chlorogenic acid,abstract,quote_exact;substring
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,prep_method,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,manufacturing_temp_c,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,trigger_mechanism,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,rh_conditions_pct,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,storage_temp_c,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,mcp_loading,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,release_method,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,release_duration,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,kinetic_model,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,release_result,,,,unverifiable,unverifiable,,not stated,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,produce_tested,strawberries,,strawberries,abstract_only,grounded_verbatim,protected the strawberries until the 8th day of storage,conclusion,quote_exact;substring
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,package_vol_mass,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,quality_outcomes,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,mechanical_props,,,tensile strength,unverifiable,ungrounded_blanked,increased CNC contents lowered tensile strength,abstract,quote_exact;no_parsable_quantity
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,barrier_props,water-vapour permeability,g/m<sup>3</sup> s Pa,water-vapour permeability,abstract_only,grounded_numeric,and a low water vapor permeability of 0.7 × 10<sup>-1</sup> g/m<sup>3</sup> s Pa which was better than that of neat cel,abstract,quote_repaired;number_found;context_ok
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,antimicrobial_outcomes,,,,unverifiable,unverifiable,,,
doi:10.1016/j.ijbiomac.2026.151570,10.1016/j.ijbiomac.2026.151570,limitations,increased CNC content reduces tensile strength,,increased CNC content reduces tensile strength,abstract_only,inference_from_quote,though increased CNC contents lowered tensile strength.,abstract,quote_exact;no_new_numbers
